"Duration__in_seconds_","ResponseId","interviewer_id","study_area_sa","test_survey","surv_taker","quota_age_","quota_gender","quota_age_SNIS","quota_educ_ZA","quota_edu_GH","quota_edu_IN","quota_edu_ID","informed_perception","perception_current","perception_past","perception_spatial","concern_gen","concern_second_perso","concern_second_gov","quota_gender.0","quota_education","hh_inc_ZA","hh_inc_Jak","hh_inc_Acc","hh_inc_Del","attn_check_pt","trust_loc_gov","trust_nat_gov","trust_bus_ind","trust_citizens","trust_experts","trust_ios","trust_ranking","trust_ranking_slider","trust_city_cap","trust_city_commit","trust_city_citizen","gen_social_trust","attn_check_other","envir_tradeoff","pre_treat_trust","trust_support_base","lgov_support","lgov_implementation","lgov_fairness","lgov_coordination","lgov_accountability","bigco_support","bigco_implementation","bigco_fairness","bigco_coordination","bigco_accountability","smallco_support","smallco_implement","smallco_fairness","smallco_coordination","smallco_accountab","manipul_check_trust","follow_up_probe_break_promises","follow_up_probe_capacity","follow_up_probe_not_willing","follow_up_probe_compliance","trust_traitor","trust_bad_compromise","trust_actor_reward_loc_gov","trust_actor_reward_experts","trust_actor_reward_ios","trust_actor_reward_citizens","trust_actor_reward_business","trust_actor_reward_none","trust_actor_punish_loc_gov","trust_actor_punish_experts","trust_actor_punish_ios","trust_actor_punish_citizens","trust_actor_punish_business","trust_actor_punish_none","difficulty_1","comments","date_survey","surv_city","display","RespID","trust_actors_treat_assign","del_split","jak_split","end_flag","quota_female_male","attn_fail_other","attn_fail_pt","attn_fail_time","attn_drop","attn_drop_reason","date","video_understand","potential_drop","age","gender","income","edu"
2911,"R_2uV8tcrlosnbBL8",NA,NA,NA,NA,NA,1,1,NA,3,NA,NA,1,2,3,3,4,1,1,NA,NA,NA,NA,3,NA,1,2,3,2,1,4,5,NA,4,4,1,1,1,1,1,2,5,4,4,4,2,4,NA,NA,NA,NA,NA,5,5,5,5,5,1,NA,NA,NA,NA,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"The survey failed to talk about law enforcement policy and agencies.","01/03/2025","acc_online","","","local_gov_small_coalition","","","complete","male","","","",NA,NA,"2025-02-28",5,0,1,1,3,3
1661,"R_92DG7EcNIuOqVb5",NA,NA,NA,NA,NA,1,4,NA,NA,6,NA,4,3,3,3,3,3,3,NA,NA,NA,NA,NA,10,1,3,3,3,3,3,3,NA,3,4,4,3,3,1,1,2,4,NA,NA,NA,NA,NA,4,4,4,4,4,4,4,4,4,4,1,NA,NA,NA,NA,3,3,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,4,"","01/03/2025","del_online","reward_punish","","small_coalition_big_coalition","fairness_trust","","complete","male","","","",NA,NA,"2025-02-28",5,0,4,1,10,6
879,"R_4JILloaq8HbGQur",NA,NA,NA,NA,NA,1,3,NA,NA,7,NA,4,4,4,3,3,3,4,NA,NA,NA,NA,NA,6,1,4,4,4,4,5,4,NA,2,5,4,4,4,1,2,1,4,NA,NA,NA,NA,NA,5,4,4,4,4,4,5,4,4,4,1,NA,NA,NA,NA,4,5,NA,1,NA,1,1,NA,NA,NA,1,NA,1,NA,4,"","01/03/2025","del_online","reward_punish","","small_coalition_big_coalition","fairness_trust","","complete","male","","","",NA,NA,"2025-03-01",4,0,3,1,6,7
1366,"R_4u2fjotlopOuyTD",NA,NA,NA,NA,NA,2,4,NA,NA,NA,5,4,3,3,3,2,2,1,NA,NA,NA,-99,NA,NA,1,3,3,2,3,3,3,NA,2,3,2,3,3,1,2,2,4,4,3,2,3,3,4,3,3,3,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,3,4,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,4,"","01/03/2025","jak_online","reward_punish","","local_gov_big_coalition","","fairness_trust","complete","female","","","",NA,NA,"2025-03-01",4,0,4,2,-99,5
992,"R_42WcjP789c3i8On",NA,NA,NA,NA,NA,1,4,NA,NA,7,NA,5,2,2,3,4,3,3,NA,NA,NA,NA,NA,-98,1,5,5,4,5,4,5,NA,2,5,4,4,4,1,2,1,5,5,5,4,5,4,NA,NA,NA,NA,NA,4,5,4,4,4,3,NA,NA,NA,NA,4,4,1,NA,1,NA,1,NA,1,NA,1,1,NA,NA,4,"Very informative and interesting survey","01/03/2025","del_online","reward_punish","","local_gov_small_coalition","fairness_trust","","complete","male","","","",NA,NA,"2025-03-01",5,0,4,1,-98,7
61063,"R_8m9ksJruWddbCYp",NA,NA,NA,NA,NA,1,1,NA,3,NA,NA,2,4,3,4,3,2,4,NA,NA,NA,NA,2,NA,1,2,2,4,4,4,5,NA,2,2,2,4,4,1,1,1,5,1,2,1,4,4,NA,NA,NA,NA,NA,2,2,1,2,1,4,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"No","01/03/2025","acc_online","","","local_gov_small_coalition","","","complete","male","","","",NA,NA,"2025-02-28",5,0,1,1,2,3
1876,"R_4JUsKHjTaBWB2Sy",NA,NA,NA,NA,NA,1,3,NA,NA,7,NA,4,4,4,4,3,3,3,NA,NA,NA,NA,NA,9,1,5,5,5,5,5,5,NA,2,5,5,5,5,2,1,1,5,5,5,5,5,5,NA,NA,NA,NA,NA,5,5,5,5,5,3,NA,NA,NA,NA,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"Very nice and very helpful survey. 
Thanks regard","01/03/2025","del_online","open_ended","","local_gov_small_coalition","fairness_trust","","complete","male","fail","","",NA,NA,"2025-03-01",5,0,3,1,9,7
862,"R_9qr2LL30FsBc13z",NA,NA,NA,NA,NA,1,4,NA,NA,7,NA,5,1,1,1,4,3,4,NA,NA,NA,NA,NA,1,1,5,5,5,5,5,5,NA,2,5,5,5,5,1,1,1,5,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,1,NA,NA,NA,NA,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"No","02/03/2025","del_online","open_ended","","small_coalition_big_coalition","fairness_trust","","complete","male","","","",NA,NA,"2025-03-01",5,0,4,1,1,7
1023,"R_4CwJeLqBB0ivuaO",NA,NA,NA,NA,NA,2,4,NA,NA,NA,6,4,4,4,4,3,3,3,NA,NA,NA,8,NA,NA,1,5,4,4,4,4,4,NA,3,4,4,5,5,1,1,1,4,4,4,5,4,5,NA,NA,NA,NA,NA,4,5,4,4,4,2,NA,NA,NA,NA,4,4,1,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,5,"Bagus","02/03/2025","jak_online","reward_punish","","local_gov_small_coalition","","fairness_trust","complete","female","","","",NA,NA,"2025-03-01",4,0,4,2,8,6
2403,"R_9CjUMrx4E1Kcmvm",NA,NA,NA,NA,NA,2,4,NA,NA,NA,6,4,2,2,3,4,4,2,NA,NA,NA,10,NA,NA,1,2,2,1,4,2,2,NA,2,4,5,5,1,1,1,2,5,5,4,3,3,5,5,4,3,3,5,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"survey bagus dan menarik, serta menambah wawasan saya","02/03/2025","jak_online","open_ended","","local_gov_big_coalition","","fairness_trust","complete","female","","","",NA,NA,"2025-03-01",5,0,4,2,10,6
3492,"R_9BmIbKC6NjEbzRw",NA,NA,NA,NA,NA,2,3,NA,NA,NA,6,5,3,3,2,4,3,3,NA,NA,NA,10,NA,NA,1,5,4,4,4,4,5,NA,2,5,5,5,4,1,1,1,5,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,4,NA,NA,NA,NA,1,1,1,1,NA,1,1,NA,NA,NA,NA,NA,NA,1,5,"Thank you","02/03/2025","jak_online","reward_punish","","small_coalition_big_coalition","","fairness_trust","complete","female","","","",NA,NA,"2025-03-01",5,0,3,2,10,6
775,"R_9EhPRrErkwcy8P9",NA,NA,NA,NA,NA,2,3,NA,NA,NA,6,4,2,2,2,3,3,3,NA,NA,NA,2,NA,NA,1,2,3,3,1,3,4,NA,4,4,4,4,4,1,1,1,5,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,2,NA,NA,NA,NA,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"Senang bisa berbagi pendapat dengan kalian","02/03/2025","jak_online","open_ended","","small_coalition_big_coalition","","fairness_trust","complete","female","","","",NA,NA,"2025-03-02",5,0,3,2,2,6
618,"R_4D1prc7DEeNUjXm",NA,NA,NA,NA,NA,1,4,NA,NA,7,NA,5,1,1,1,4,4,2,NA,NA,NA,NA,NA,5,1,2,4,2,2,5,5,NA,4,2,2,2,4,1,2,2,5,5,5,4,5,4,NA,NA,NA,NA,NA,4,5,4,4,2,2,NA,NA,NA,NA,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"Nothing","02/03/2025","del_online","open_ended","","local_gov_small_coalition","fairness_trust","","complete","male","","","fail",NA,NA,"2025-03-02",5,0,4,1,5,7
1207,"R_9KwS2X8seqkheEl",NA,NA,NA,NA,NA,2,4,NA,NA,NA,3,4,2,1,1,3,3,4,NA,NA,NA,3,NA,NA,1,2,2,4,4,5,4,NA,2,2,4,4,4,5,2,1,5,5,4,2,5,5,5,5,4,5,4,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,4,5,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,5,"Saya sarankan lebih menjaga polusi udara","02/03/2025","jak_online","reward_punish","","local_gov_big_coalition","","fairness_trust","complete","female","fail","","",NA,NA,"2025-03-02",5,0,4,2,3,3
706,"R_4LigPXuCjrtwRE8",NA,NA,NA,NA,NA,2,4,NA,NA,7,NA,1,4,4,4,3,3,3,NA,NA,NA,NA,NA,2,1,5,5,5,5,5,5,NA,1,5,5,5,5,4,1,1,4,4,4,4,4,4,4,5,5,5,5,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"good","02/03/2025","del_online","open_ended","","local_gov_big_coalition","fairness_trust","","complete","female","fail","","",NA,NA,"2025-03-02",5,0,4,2,2,7
3243,"R_4Eu7UolD0oVqxaN",NA,NA,NA,NA,NA,1,4,NA,NA,NA,2,2,3,3,4,3,1,1,NA,NA,NA,-99,NA,NA,1,4,4,2,3,2,4,NA,2,5,5,5,2,1,1,2,5,5,4,3,4,3,NA,NA,NA,NA,NA,5,4,4,4,4,4,NA,NA,NA,NA,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,"survei ini suatu pembelajaran buat yg mengikuti nya, sangat bagus","02/03/2025","jak_online","open_ended","","local_gov_small_coalition","","fairness_trust","complete","male","","","",NA,NA,"2025-03-02",4,0,4,1,-99,2
1952,"R_9V8CiVgkMH8cITY",NA,NA,NA,NA,NA,1,4,NA,NA,NA,6,4,2,1,1,4,4,1,NA,NA,NA,10,NA,NA,1,1,1,2,4,1,2,NA,1,5,1,1,2,1,1,1,5,5,2,2,2,4,NA,NA,NA,NA,NA,5,4,2,4,4,2,NA,NA,NA,NA,5,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,4,"","02/03/2025","jak_online","reward_punish","","local_gov_small_coalition","","fairness_trust","complete","male","","","",NA,NA,"2025-03-02",5,0,4,1,10,6
2459,"R_9fdV3WyfKAjUjwa",NA,NA,NA,NA,NA,1,3,NA,NA,NA,6,4,2,2,3,3,3,2,NA,NA,NA,7,NA,NA,1,2,3,4,4,4,4,NA,3,4,4,4,2,1,2,1,4,4,4,3,3,3,5,4,3,3,3,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"Sangat bermanfaat","02/03/2025","jak_online","open_ended","","local_gov_big_coalition","","fairness_trust","complete","male","","","",NA,NA,"2025-03-02",5,0,3,1,7,6
2189,"R_9L12APOrRGRdDLH",NA,NA,NA,NA,NA,2,4,NA,NA,NA,6,3,2,3,2,2,1,1,NA,NA,NA,9,NA,NA,1,4,2,4,1,3,4,NA,4,1,2,4,2,1,2,2,4,5,2,2,2,4,4,4,4,4,4,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,4,4,1,NA,NA,1,NA,NA,1,NA,NA,1,NA,NA,5,"No","03/03/2025","jak_online","reward_punish","","local_gov_big_coalition","","fairness_trust","complete","female","","","",NA,NA,"2025-03-02",4,0,4,2,9,6
1646,"R_9inyInWpFvHWUbM",NA,NA,NA,NA,NA,1,1,NA,NA,NA,3,4,2,2,1,4,3,2,NA,NA,NA,8,NA,NA,1,4,4,2,2,4,4,NA,4,5,5,4,2,1,1,2,4,NA,NA,NA,NA,NA,5,4,2,4,4,5,4,2,2,4,1,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"untuk kata kata yang terdengar asing, boleh disediakan artinya atau tafsiran lain agak dapat memudahkan pengisi survey","03/03/2025","jak_online","open_ended","","small_coalition_big_coalition","","fairness_trust","complete","male","","","",NA,NA,"2025-03-02",4,0,1,1,8,3
4334,"R_9fV2f096Mw0ersg",NA,NA,NA,NA,NA,2,3,NA,NA,NA,6,5,3,3,2,4,3,2,NA,NA,NA,10,NA,NA,1,4,4,4,4,4,4,NA,2,4,4,4,4,1,1,1,5,5,5,5,5,5,NA,NA,NA,NA,NA,5,5,5,5,5,4,NA,NA,NA,NA,4,2,1,1,NA,1,1,NA,NA,NA,NA,NA,NA,1,5,"Best","03/03/2025","jak_online","reward_punish","","local_gov_small_coalition","","fairness_trust","complete","female","","","",NA,NA,"2025-03-02",5,0,3,2,10,6
1248,"R_9K2OveCh6afs6il",NA,NA,NA,NA,NA,2,1,NA,NA,6,NA,5,1,1,1,4,3,2,NA,NA,NA,NA,NA,2,1,4,4,4,4,4,2,NA,1,5,4,4,2,1,1,1,5,5,5,4,5,5,5,4,5,4,4,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,4,5,1,1,NA,1,1,NA,1,1,NA,NA,NA,NA,5,"Excellent","03/03/2025","del_online","reward_punish","","local_gov_big_coalition","fairness_trust","","complete","female","","","",NA,NA,"2025-03-02",5,0,1,2,2,6
1288,"R_9kOlYgn4c7er0jr",NA,NA,NA,NA,NA,1,1,NA,NA,NA,3,3,2,3,3,3,3,1,NA,NA,NA,2,NA,NA,1,2,3,2,2,3,2,NA,2,2,3,2,2,1,2,1,4,4,3,4,4,4,NA,NA,NA,NA,NA,5,4,4,3,4,1,NA,NA,NA,NA,4,4,1,NA,NA,1,1,NA,1,NA,NA,1,1,NA,5,"Tingkatkan lagi","03/03/2025","jak_online","reward_punish","","local_gov_small_coalition","","fairness_trust","complete","male","","","",NA,NA,"2025-03-02",5,0,1,1,2,3
2025,"R_9HfpZ8JDIpDUQrD",NA,NA,NA,NA,NA,2,1,NA,NA,NA,3,4,2,3,3,3,3,3,NA,NA,NA,1,NA,NA,1,4,4,2,2,4,2,NA,3,4,4,4,4,1,1,1,5,5,5,4,4,4,NA,NA,NA,NA,NA,5,4,5,4,4,3,NA,NA,NA,NA,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,"Sangat baik, mudah di pahami dan topik yang sangat menarik mengenai lingkungan dan kualitas polusi udara","03/03/2025","jak_online","open_ended","","local_gov_small_coalition","","fairness_trust","complete","female","","","",NA,NA,"2025-03-02",5,0,1,2,1,3
1927,"R_44q6l69flYJv1NB",NA,NA,NA,NA,NA,1,1,NA,NA,NA,2,3,3,3,4,2,3,2,NA,NA,NA,-98,NA,NA,1,3,3,3,3,3,3,NA,2,3,3,3,3,4,2,2,4,3,3,3,3,3,NA,NA,NA,NA,NA,3,3,3,3,3,1,NA,NA,NA,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"Tidak ada","03/03/2025","jak_online","open_ended","","local_gov_small_coalition","","fairness_trust","complete","male","fail","","",NA,NA,"2025-03-02",3,0,1,1,-98,2
1890,"R_4g1Gn2C1PYEgFit",NA,NA,NA,NA,NA,2,3,NA,NA,NA,6,4,2,2,3,3,2,2,NA,NA,NA,8,NA,NA,1,3,3,3,3,3,3,NA,2,3,3,3,3,1,1,1,3,NA,NA,NA,NA,NA,3,3,3,3,3,3,3,3,3,3,1,NA,NA,NA,NA,3,3,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,3,"","03/03/2025","jak_online","reward_punish","","small_coalition_big_coalition","","fairness_trust","complete","female","","","",NA,NA,"2025-03-02",3,0,3,2,8,6
798,"R_4tbr0idZSnOPRUQ",NA,NA,NA,NA,NA,2,1,NA,NA,NA,6,5,1,1,1,4,4,4,NA,NA,NA,1,NA,NA,1,5,4,5,5,4,5,NA,2,5,5,5,5,1,1,1,5,5,5,5,5,5,NA,NA,NA,NA,NA,5,5,5,5,5,3,NA,NA,NA,NA,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"sangat baik","03/03/2025","jak_online","open_ended","","local_gov_small_coalition","","fairness_trust","complete","female","","","",NA,NA,"2025-03-02",5,0,1,2,1,6
2260,"R_9OA97FVOUEQxY1H",NA,NA,NA,NA,NA,2,3,NA,NA,NA,6,3,3,2,3,3,2,2,NA,NA,NA,9,NA,NA,1,3,3,3,3,3,3,NA,4,3,3,3,3,1,1,2,4,3,3,3,3,3,NA,NA,NA,NA,NA,3,3,3,3,3,2,NA,NA,NA,NA,3,3,1,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,3,"No","03/03/2025","jak_online","reward_punish","","local_gov_small_coalition","","fairness_trust","complete","female","","","",NA,NA,"2025-03-02",3,0,3,2,9,6
723,"R_9irrjibNfk6TkbE",NA,NA,NA,NA,NA,2,1,NA,NA,6,NA,1,2,2,3,2,3,3,NA,NA,NA,NA,NA,6,1,2,2,2,2,4,2,NA,3,4,4,4,4,1,1,1,4,NA,NA,NA,NA,NA,5,2,5,4,5,4,4,4,4,4,1,NA,NA,NA,NA,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"","03/03/2025","del_online","open_ended","","small_coalition_big_coalition","fairness_trust","","complete","female","","","",NA,NA,"2025-03-02",4,0,1,2,6,6
2011,"R_9psizJD7AceiAnv",NA,NA,NA,NA,NA,1,1,NA,NA,7,NA,4,2,2,2,3,2,2,NA,NA,NA,NA,NA,9,1,2,5,2,3,3,2,NA,1,4,3,3,4,1,2,2,5,5,5,5,4,4,NA,NA,NA,NA,NA,5,4,5,5,4,3,NA,NA,NA,NA,4,2,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,5,"This servey is very amazing and good I enjoyed it and I like it","03/03/2025","del_online","reward_punish","","local_gov_small_coalition","fairness_trust","","complete","male","","","",NA,NA,"2025-03-02",5,0,1,1,9,7
1074,"R_4FLK5PoqcvwoJBt",NA,NA,NA,NA,NA,1,1,NA,NA,6,NA,4,1,1,1,3,2,2,NA,NA,NA,NA,NA,9,1,2,3,2,2,2,3,NA,4,4,2,3,2,1,1,2,5,4,4,3,3,4,NA,NA,NA,NA,NA,5,4,3,3,5,1,NA,NA,NA,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"send such more surveys i loved it.","03/03/2025","del_online","open_ended","","local_gov_small_coalition","fairness_trust","","complete","male","","","",NA,NA,"2025-03-02",5,0,1,1,9,6
1405,"R_4HNZQSYCvUQYUau",NA,NA,NA,NA,NA,1,1,NA,NA,NA,6,4,2,3,3,3,3,1,NA,NA,NA,9,NA,NA,1,4,2,4,2,4,5,NA,3,4,5,4,1,1,2,2,4,NA,NA,NA,NA,NA,5,5,4,5,4,2,2,2,1,2,1,NA,NA,NA,NA,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"Sangat baik atas kualitas pertayaan yang di berikan.","03/03/2025","jak_online","open_ended","","small_coalition_big_coalition","","fairness_trust","complete","male","","","",NA,NA,"2025-03-02",5,0,1,1,9,6
8858,"R_4dXuh3VnOZ2c3ir",NA,NA,NA,NA,NA,1,4,NA,NA,1,NA,1,3,3,4,3,2,3,NA,NA,NA,NA,NA,9,1,2,5,2,4,4,4,NA,2,4,4,3,4,5,1,1,5,NA,NA,NA,NA,NA,5,4,5,5,5,5,4,5,4,5,2,NA,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"Jai mata di","03/03/2025","del_online","open_ended","","small_coalition_big_coalition","fairness_trust","","complete","male","fail","","",NA,NA,"2025-03-02",5,0,4,1,9,1
1346,"R_47m30kGxasBsHF7",NA,NA,NA,NA,NA,2,1,NA,NA,NA,3,4,2,2,2,2,2,2,NA,NA,NA,5,NA,NA,1,3,2,1,3,3,4,NA,4,5,3,2,2,1,2,1,5,5,4,2,2,4,5,5,5,4,4,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"Tidak","03/03/2025","jak_online","open_ended","","local_gov_big_coalition","","fairness_trust","complete","female","","","",NA,NA,"2025-03-03",5,0,1,2,5,3
785,"R_9gLhL78WFoJpgxb",NA,NA,NA,NA,NA,2,1,NA,NA,3,NA,4,1,2,3,3,1,1,NA,NA,NA,NA,NA,1,1,2,1,1,3,4,5,NA,4,4,2,4,2,2,2,1,5,5,4,4,5,5,3,2,1,4,4,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,4,1,1,1,NA,1,NA,NA,NA,NA,1,NA,1,NA,4,"Need to less questions","03/03/2025","del_online","reward_punish","","local_gov_big_coalition","fairness_trust","","complete","female","fail","","",NA,NA,"2025-03-03",5,0,1,2,1,3
1726,"R_4NEreTTKxUe8lvm",NA,NA,NA,NA,NA,1,4,NA,NA,NA,6,3,3,3,2,3,2,2,NA,NA,NA,-98,NA,NA,1,4,4,3,3,4,4,NA,4,5,4,3,3,1,2,2,4,NA,NA,NA,NA,NA,5,5,5,3,5,5,4,4,3,4,1,NA,NA,NA,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,"Not yet","03/03/2025","jak_online","open_ended","","small_coalition_big_coalition","","fairness_trust","complete","male","","","",NA,NA,"2025-03-03",4,0,4,1,-98,6
1351,"R_8fABDFvtBeQ3Y1r",NA,NA,NA,NA,NA,1,1,NA,6,NA,NA,4,2,1,1,4,3,1,NA,NA,NA,NA,2,NA,1,1,3,2,4,2,5,NA,4,4,2,2,4,1,2,2,4,NA,NA,NA,NA,NA,4,4,4,4,4,5,5,5,4,5,2,NA,NA,NA,NA,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,"I love this survey because it was very educative","03/03/2025","acc_online","","","small_coalition_big_coalition","","","complete","male","","","",NA,NA,"2025-03-03",4,0,1,1,2,6
1860,"R_9Rz8c9ievPQVOJS",NA,NA,NA,NA,NA,1,4,NA,NA,NA,6,4,2,2,3,2,2,2,NA,NA,NA,8,NA,NA,1,2,3,2,3,4,4,NA,4,4,2,3,2,1,2,1,2,3,3,3,3,5,NA,NA,NA,NA,NA,5,5,5,3,5,1,NA,NA,NA,NA,1,4,1,NA,1,NA,NA,NA,1,NA,1,NA,NA,NA,4,"Topik survei yang menarik, thank you","03/03/2025","jak_online","reward_punish","","local_gov_small_coalition","","fairness_trust","complete","male","","","",NA,NA,"2025-03-03",5,0,4,1,8,6
2883,"R_2ayvCOOHJGx8JYv",NA,NA,NA,NA,NA,1,4,NA,6,NA,NA,2,3,2,3,3,1,2,NA,NA,NA,NA,9,NA,1,2,3,1,2,2,3,NA,4,3,2,2,3,1,1,2,5,3,3,3,3,3,5,5,5,4,4,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"","03/03/2025","acc_online","","","local_gov_big_coalition","","","complete","male","","","",NA,NA,"2025-03-03",5,0,4,1,9,6
2237,"R_4n6tacRxRXpl3nV",NA,NA,NA,NA,NA,1,4,NA,NA,NA,3,4,2,3,3,3,3,1,NA,NA,NA,7,NA,NA,1,4,5,2,4,5,4,NA,3,4,5,5,2,1,1,2,5,5,5,5,5,4,5,5,4,4,4,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,5,2,1,1,1,1,1,NA,NA,NA,NA,1,1,NA,4,"Saya rasa cukup","03/03/2025","jak_online","reward_punish","","local_gov_big_coalition","","fairness_trust","complete","male","","","",NA,NA,"2025-03-03",5,0,4,1,7,3
805,"R_9jr0duQ6UnPQkrh",NA,NA,NA,NA,NA,2,4,NA,NA,NA,5,4,2,2,2,3,3,3,NA,NA,NA,9,NA,NA,1,3,3,3,3,3,3,NA,2,3,3,3,3,1,2,1,4,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,"terima kasih","03/03/2025","jak_online","open_ended","","local_gov_big_coalition","","fairness_trust","complete","female","","","",NA,NA,"2025-03-03",4,0,4,2,9,5
2415,"R_2EoP3XDQ9DRAdKT",NA,NA,NA,NA,NA,1,2,NA,3,NA,NA,4,2,2,2,3,2,1,NA,NA,NA,NA,8,NA,1,1,1,3,2,2,3,NA,2,3,3,2,1,1,2,2,3,NA,NA,NA,NA,NA,5,4,3,2,1,5,4,3,2,2,1,NA,NA,NA,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"","03/03/2025","acc_online","","","small_coalition_big_coalition","","","complete","male","","","",NA,NA,"2025-03-03",4,0,2,1,8,3
1074,"R_8chDOvjhEfW2WWI",NA,NA,NA,NA,NA,2,1,NA,6,NA,NA,4,2,2,4,2,1,1,NA,NA,NA,NA,1,NA,1,2,1,1,2,1,4,NA,2,4,2,1,2,1,2,2,1,NA,NA,NA,NA,NA,5,4,4,5,5,5,5,5,4,2,1,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"","03/03/2025","acc_online","","","small_coalition_big_coalition","","","complete","female","","","",NA,NA,"2025-03-03",5,0,1,2,1,6
1137,"R_9TLxb5bXdIvtN1U",NA,NA,NA,NA,NA,1,4,NA,NA,NA,6,4,1,2,3,3,3,3,NA,NA,NA,10,NA,NA,1,5,5,4,5,5,4,NA,3,5,5,4,3,1,1,1,5,5,5,4,5,4,NA,NA,NA,NA,NA,5,5,4,5,4,4,NA,NA,NA,NA,4,2,1,1,NA,1,1,NA,1,1,NA,1,1,NA,4,"Survei yang menarik","03/03/2025","jak_online","reward_punish","","local_gov_small_coalition","","fairness_trust","complete","male","","","",NA,NA,"2025-03-03",5,0,4,1,10,6
2320,"R_41iBD2UAXnwvEIw",NA,NA,NA,NA,NA,2,4,NA,NA,NA,3,3,2,3,3,2,1,1,NA,NA,NA,9,NA,NA,1,2,4,2,2,2,4,NA,2,5,4,2,1,1,1,2,5,NA,NA,NA,NA,NA,5,5,4,4,4,5,5,4,4,4,2,NA,NA,NA,NA,4,4,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,4,"Survey ini bagus, tentang polusi udara untuk kualitas hidup yang lebih sehat dan baik.
Saran untuk survey selanjutnya,  tentang penggunaan kendaraan bermotor terutama Roda dua yang tinggi, budaya jalan kaki, pedestrian kurang layak.","04/03/2025","jak_online","reward_punish","","small_coalition_big_coalition","","fairness_trust","complete","female","","","",NA,NA,"2025-03-03",5,0,4,2,9,3
